descricao_produto_preco_minimo,id_produto,uf,regionalizacao,ano_inicio_vigencia,mes_incio_vigencia,ano_termino_vigencia,mes_termino_vigencia,preco,dsc_unidade_comercializacao,nome_normativo,url
ALGODÃO EM CAROÇO,4585,AP,AP,2015,7,2016,6,21.41,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,AP,AP,2016,7,2017,6,21.41,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,AP,AP,2017,7,2018,6,23.32,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,AP,AP,2018,7,2019,6,22.49,15 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ALGODÃO EM CAROÇO,4585,AP,AP,2019,7,2020,6,25.77,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ALGODÃO EM CAROÇO,4585,AP,AP,2020,7,2021,6,28.8,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",HTTP://BIBLIOTECA.CONAB.GOV.BR/PHL82/PDF/LEGISLACAO/2019_PRT_135.PDF
ALGODÃO EM CAROÇO,4585,AP,AP,2021,7,2022,6,30.98,15 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ALGODÃO EM CAROÇO,4585,AP,AP,2022,7,2023,6,33.04,15 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ALGODÃO EM CAROÇO,4585,AP,AP,2023,7,2024,6,48.18,15 kg,"PORTARIA MAPA Nº 452, DE 4 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-452-de-4-de-julho-de-2022-413234156
ALGODÃO EM CAROÇO,4585,AP,AP,2024,7,2025,6,47.63,15 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ALGODÃO EM CAROÇO,4585,AP,AP,2025,7,2026,6,45.83,15 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ALGODÃO EM CAROÇO,4585,AP,AP,2026,7,2027,6,45.83,15 kg,"PORTARIA MAPA Nº 812, DE 7 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-812-de-7-de-julho-de-2025-640776008
ALGODÃO EM CAROÇO,4585,AP,AP,2027,7,2028,6,47.65,15 kg,"PORTARIA MAPA Nº 934, DE 09 DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-934-de-9-de-julho-de-2026-718439459
ALGODÃO EM CAROÇO,4585,PA,PA,2014,7,2015,6,19.2,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,PA,PA,2015,7,2016,6,21.41,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,PA,PA,2016,7,2017,6,21.41,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,PA,PA,2017,7,2018,6,23.32,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,PA,PA,2018,7,2019,6,22.49,15 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ALGODÃO EM CAROÇO,4585,PA,PA,2019,7,2020,6,25.77,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ALGODÃO EM CAROÇO,4585,PA,PA,2020,7,2021,6,28.8,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ALGODÃO EM CAROÇO,4585,PA,PA,2021,7,2022,6,30.98,15 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ALGODÃO EM CAROÇO,4585,PA,PA,2022,7,2023,6,33.04,15 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ALGODÃO EM CAROÇO,4585,PA,PA,2023,7,2024,6,48.18,15 kg,"PORTARIA MAPA Nº 452, DE 4 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-452-de-4-de-julho-de-2022-413234156
ALGODÃO EM CAROÇO,4585,PA,PA,2024,7,2025,6,47.63,15 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ALGODÃO EM CAROÇO,4585,PA,PA,2025,7,2026,6,45.83,15 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ALGODÃO EM CAROÇO,4585,PA,PA,2026,7,2027,6,45.83,15 kg,"PORTARIA MAPA Nº 812, DE 7 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-812-de-7-de-julho-de-2025-640776008
ALGODÃO EM CAROÇO,4585,PA,PA,2027,7,2028,6,47.65,15 kg,"PORTARIA MAPA Nº 934, DE 09 DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-934-de-9-de-julho-de-2026-718439459
ALGODÃO EM CAROÇO,4585,RO,RO,2014,7,2015,6,19.2,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,RO,RO,2015,7,2016,6,21.41,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,RO,RO,2016,7,2017,6,21.41,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,RO,RO,2017,7,2018,6,23.32,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,RO,RO,2018,7,2019,6,22.49,15 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ALGODÃO EM CAROÇO,4585,RO,RO,2019,7,2020,6,25.77,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ALGODÃO EM CAROÇO,4585,RO,RO,2020,7,2021,6,28.8,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ALGODÃO EM CAROÇO,4585,RO,RO,2021,7,2022,6,30.98,15 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ALGODÃO EM CAROÇO,4585,RO,RO,2022,7,2023,6,33.04,15 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ALGODÃO EM CAROÇO,4585,RO,RO,2023,7,2024,6,48.18,15 kg,"PORTARIA MAPA Nº 452, DE 4 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-452-de-4-de-julho-de-2022-413234156
ALGODÃO EM CAROÇO,4585,RO,RO,2024,7,2025,6,47.63,15 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ALGODÃO EM CAROÇO,4585,RO,RO,2025,7,2026,6,45.83,15 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ALGODÃO EM CAROÇO,4585,RO,RO,2026,7,2027,6,45.83,15 kg,"PORTARIA MAPA Nº 812, DE 7 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-812-de-7-de-julho-de-2025-640776008
ALGODÃO EM CAROÇO,4585,RR,RR,2014,7,2015,6,19.2,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,RR,RR,2015,7,2016,6,21.41,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,RR,RR,2016,7,2017,6,21.41,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,RR,RR,2017,7,2018,6,23.32,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,RR,RR,2018,7,2019,6,22.49,15 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ALGODÃO EM CAROÇO,4585,RR,RR,2019,7,2020,6,25.77,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ALGODÃO EM CAROÇO,4585,RR,RR,2020,7,2021,6,28.8,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ALGODÃO EM CAROÇO,4585,RR,RR,2021,7,2022,6,30.98,15 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ALGODÃO EM CAROÇO,4585,RR,RR,2022,7,2023,6,33.04,15 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ALGODÃO EM CAROÇO,4585,RR,RR,2023,7,2024,6,48.18,15 kg,"PORTARIA MAPA Nº 452, DE 4 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-452-de-4-de-julho-de-2022-413234156
ALGODÃO EM CAROÇO,4585,RR,RR,2024,7,2025,6,47.63,15 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ALGODÃO EM CAROÇO,4585,RR,RR,2025,7,2026,6,45.83,15 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ALGODÃO EM CAROÇO,4585,RR,RR,2026,7,2027,6,45.83,15 kg,"PORTARIA MAPA Nº 812, DE 7 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-812-de-7-de-julho-de-2025-640776008
ALGODÃO EM CAROÇO,4585,TO,TO,2014,7,2015,6,19.2,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,TO,TO,2015,7,2016,6,21.41,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,TO,TO,2016,7,2017,6,21.41,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,TO,TO,2017,7,2018,6,23.32,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM CAROÇO,4585,TO,TO,2018,7,2019,6,22.49,15 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ALGODÃO EM CAROÇO,4585,TO,TO,2019,7,2020,6,25.77,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ALGODÃO EM CAROÇO,4585,TO,TO,2020,7,2021,6,28.8,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ALGODÃO EM CAROÇO,4585,TO,TO,2021,7,2022,6,30.98,15 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ALGODÃO EM CAROÇO,4585,TO,TO,2022,7,2023,6,33.04,15 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ALGODÃO EM CAROÇO,4585,TO,TO,2023,7,2024,6,48.18,15 kg,"PORTARIA MAPA Nº 452, DE 4 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-452-de-4-de-julho-de-2022-413234156
ALGODÃO EM CAROÇO,4585,TO,TO,2024,7,2025,6,47.63,15 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ALGODÃO EM CAROÇO,4585,TO,TO,2025,7,2026,6,45.83,15 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ALGODÃO EM CAROÇO,4585,TO,TO,2026,7,2027,6,45.83,15 kg,"PORTARIA MAPA Nº 812, DE 7 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-812-de-7-de-julho-de-2025-640776008
ALGODÃO EM PLUMA,4587,AC,AC,2014,7,2015,6,54.9,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM PLUMA,4587,AC,AC,2015,7,2016,6,54.9,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM PLUMA,4587,AC,AC,2016,7,2017,6,54.9,15 kg,"PORTARIA Nº 142, DE 8 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2015_PRT_142.pdf
ALGODÃO EM PLUMA,4587,AC,AC,2017,7,2018,6,59.8,15 kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
ALGODÃO EM PLUMA,4587,AC,AC,2018,7,2019,6,56.22,15 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ALGODÃO EM PLUMA,4587,AC,AC,2019,7,2020,6,64.42,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ALGODÃO EM PLUMA,4587,AC,AC,2020,7,2021,6,72.0,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ALGODÃO EM PLUMA,4587,AC,AC,2021,7,2022,6,77.45,15 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ALGODÃO EM PLUMA,4587,AC,AC,2022,7,2023,6,82.6,15 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ALGODÃO EM PLUMA,4587,AC,AC,2023,7,2024,6,120.45,15 kg,"PORTARIA MAPA Nº 452, DE 4 DE",https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
ALGODÃO EM PLUMA,4587,AC,AC,2024,7,2025,6,119.09,15 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ALGODÃO EM PLUMA,4587,AC,AC,2025,7,2026,6,114.58,15 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ALGODÃO EM PLUMA,4587,AC,AC,2026,7,2027,6,114.58,15 kg,"PORTARIA MAPA Nº 812, DE 7 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-812-de-7-de-julho-de-2025-640776008
ALGODÃO EM PLUMA,4587,AC,AC,2027,7,2028,6,119.13,15 kg,"PORTARIA MAPA Nº 934, DE 09 DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-934-de-9-de-julho-de-2026-718439459
ALGODÃO EM PLUMA,4587,AM,AM,2014,7,2015,6,54.9,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM PLUMA,4587,AM,AM,2015,7,2016,6,54.9,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM PLUMA,4587,AM,AM,2016,7,2017,6,54.9,15 kg,"PORTARIA Nº 142, DE 8 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2015_PRT_142.pdf
ALGODÃO EM PLUMA,4587,AM,AM,2017,7,2018,6,59.8,15 kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
ALGODÃO EM PLUMA,4587,AM,AM,2018,7,2019,6,56.22,15 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ALGODÃO EM PLUMA,4587,AM,AM,2019,7,2020,6,64.42,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ALGODÃO EM PLUMA,4587,AM,AM,2020,7,2021,6,72.0,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ALGODÃO EM PLUMA,4587,AM,AM,2021,7,2022,6,77.45,15 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ALGODÃO EM PLUMA,4587,AM,AM,2022,7,2023,6,82.6,15 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ALGODÃO EM PLUMA,4587,AM,AM,2023,7,2024,6,120.45,15 kg,"PORTARIA MAPA Nº 452, DE 4 DE",https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
ALGODÃO EM PLUMA,4587,AM,AM,2024,7,2025,6,119.09,15 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ALGODÃO EM PLUMA,4587,AM,AM,2025,7,2026,6,114.58,15 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ALGODÃO EM PLUMA,4587,AM,AM,2026,7,2027,6,114.58,15 kg,"PORTARIA MAPA Nº 812, DE 7 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-812-de-7-de-julho-de-2025-640776008
ALGODÃO EM PLUMA,4587,AM,AM,2027,7,2028,6,119.13,15 kg,"PORTARIA MAPA Nº 934, DE 09 DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-934-de-9-de-julho-de-2026-718439459
ALGODÃO EM PLUMA,4587,AP,AP,2014,7,2015,6,54.9,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM PLUMA,4587,AP,AP,2015,7,2016,6,54.9,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM PLUMA,4587,AP,AP,2016,7,2017,6,54.9,15 kg,"PORTARIA Nº 142, DE 8 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2015_PRT_142.pdf
ALGODÃO EM PLUMA,4587,AP,AP,2017,7,2018,6,59.8,15 kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
ALGODÃO EM PLUMA,4587,AP,AP,2018,7,2019,6,56.22,15 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ALGODÃO EM PLUMA,4587,AP,AP,2019,7,2020,6,64.42,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ALGODÃO EM PLUMA,4587,AP,AP,2020,7,2021,6,72.0,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ALGODÃO EM PLUMA,4587,AP,AP,2021,7,2022,6,77.45,15 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ALGODÃO EM PLUMA,4587,AP,AP,2022,7,2023,6,82.6,15 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ALGODÃO EM PLUMA,4587,AP,AP,2023,7,2024,6,120.45,15 kg,"PORTARIA MAPA Nº 452, DE 4 DE",https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
ALGODÃO EM PLUMA,4587,AP,AP,2024,7,2025,6,119.09,15 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ALGODÃO EM PLUMA,4587,AP,AP,2025,7,2026,6,114.58,15 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ALGODÃO EM PLUMA,4587,AP,AP,2026,7,2027,6,114.58,15 kg,"PORTARIA MAPA Nº 812, DE 7 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-812-de-7-de-julho-de-2025-640776008
ALGODÃO EM PLUMA,4587,AP,AP,2027,7,2028,6,119.13,15 kg,"PORTARIA MAPA Nº 934, DE 09 DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-934-de-9-de-julho-de-2026-718439459
ALGODÃO EM PLUMA,4587,PA,PA,2014,7,2015,6,54.9,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM PLUMA,4587,PA,PA,2015,7,2016,6,54.9,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM PLUMA,4587,PA,PA,2016,7,2017,6,54.9,15 kg,"PORTARIA Nº 142, DE 8 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2015_PRT_142.pdf
ALGODÃO EM PLUMA,4587,PA,PA,2017,7,2018,6,59.8,15 kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
ALGODÃO EM PLUMA,4587,PA,PA,2018,7,2019,6,56.22,15 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ALGODÃO EM PLUMA,4587,PA,PA,2019,7,2020,6,64.42,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ALGODÃO EM PLUMA,4587,PA,PA,2020,7,2021,6,72.0,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ALGODÃO EM PLUMA,4587,PA,PA,2021,7,2022,6,77.45,15 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ALGODÃO EM PLUMA,4587,PA,PA,2022,7,2023,6,82.6,15 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ALGODÃO EM PLUMA,4587,PA,PA,2023,7,2024,6,120.45,15 kg,"PORTARIA MAPA Nº 452, DE 4 DE",https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
ALGODÃO EM PLUMA,4587,PA,PA,2024,7,2025,6,119.09,15 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
ALGODÃO EM PLUMA,4587,PA,PA,2025,7,2026,6,114.58,15 kg,"PORTARIA MAPA Nº 700, DE 15 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
ALGODÃO EM PLUMA,4587,PA,PA,2026,7,2027,6,114.58,15 kg,"PORTARIA MAPA Nº 812, DE 7 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-812-de-7-de-julho-de-2025-640776008
ALGODÃO EM PLUMA,4587,PA,PA,2027,7,2028,6,119.13,15 kg,"PORTARIA MAPA Nº 934, DE 09 DE",https://www.in.gov.br/web/dou/-/portaria-mapa-n-934-de-9-de-julho-de-2026-718439459
ALGODÃO EM PLUMA,4587,RO,RO,2014,7,2015,6,54.9,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM PLUMA,4587,RO,RO,2015,7,2016,6,54.9,15 kg,"PORTARIA  Nº  190,  DE  9  DE",NI
ALGODÃO EM PLUMA,4587,RO,RO,2016,7,2017,6,54.9,15 kg,"PORTARIA Nº 142, DE 8 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2015_PRT_142.pdf
ALGODÃO EM PLUMA,4587,RO,RO,2017,7,2018,6,59.8,15 kg,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
ALGODÃO EM PLUMA,4587,RO,RO,2018,7,2019,6,56.22,15 kg,"PORTARIA Nº 1.577, DE 17 DE JU",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
ALGODÃO EM PLUMA,4587,RO,RO,2019,7,2020,6,64.42,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
ALGODÃO EM PLUMA,4587,RO,RO,2020,7,2021,6,72.0,15 kg,"PORTARIA Nº 135, DE 12 DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
ALGODÃO EM PLUMA,4587,RO,RO,2021,7,2022,6,77.45,15 kg,"PORTARIA Nº 190, DE 9 DE JUNHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
ALGODÃO EM PLUMA,4587,RO,RO,2022,7,2023,6,82.6,15 kg,"PORTARIA Nº 201, DE 1º DE JULH",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
ALGODÃO EM PLUMA,4587,RO,RO,2023,7,2024,6,120.45,15 kg,"PORTARIA MAPA Nº 452, DE 4 DE",https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
ALGODÃO EM PLUMA,4587,RO,RO,2024,7,2025,6,119.09,15 kg,"PORTARIA MAPA Nº 612, DE 31 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
